CASENUM,VEH_NO,PER_NO,REGION,PSU,PJ,PSU_VAR,URBANICITY,STRATUM,MPR_ACT,PSUSTRAT,WEIGHT
201700217417,0,1,4,60,234,60,1,2,5,21,27.833767485
201700217458,0,1,1,34,1688,34,1,2,5,1,25.298215189
201700217530,0,1,1,34,1692,34,1,2,3,1,25.298215189
201700217579,0,1,1,34,1692,34,1,2,3,1,25.298215189
201700217579,0,2,1,34,1692,34,1,2,3,1,25.298215189
201700217607,0,1,3,38,573,38,1,2,3,14,23.612683469
201700217655,0,1,1,80,1800,80,1,2,3,2,24.147499322
201700217660,0,1,1,34,1684,34,1,2,3,1,25.298215189
201700217742,0,1,4,60,234,60,1,2,3,21,27.833767485
201700217756,0,1,3,82,2152,82,2,2,6,19,23.014580738
201700217763,0,1,4,46,362,46,1,2,6,22,25.256335562
201700217792,0,1,1,34,1684,34,1,2,3,1,25.298215189
201700218061,0,1,3,51,1078,51,1,2,3,10,23.541237328
201700218083,0,1,3,82,2152,82,2,9,5,19,146.79570416
201700218086,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700218212,0,1,1,81,3131,81,2,2,3,4,23.250034414
201700218303,0,1,3,83,2810,83,1,2,3,13,23.853715915
201700218368,0,1,1,34,1695,34,1,2,8,1,25.29821519
201700218474,0,1,3,17,1053,17,1,2,3,15,23.584141034
201700218519,0,1,1,80,1800,80,1,2,6,2,24.147499322
201700218575,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700218657,0,1,1,34,1695,34,1,2,3,1,25.29821519
201700218734,0,1,4,49,260,49,1,2,3,21,27.015279103
201700218851,0,1,1,34,1693,34,1,2,5,1,25.298215189
201700219028,0,1,3,53,2666,53,1,2,3,15,21.294462492
201700219271,0,1,3,38,573,38,1,2,3,14,23.612683469
201700219304,0,1,4,41,161,41,1,2,3,22,25.079944224
201700219345,0,1,4,41,163,41,1,2,3,22,25.079944223
201700219832,0,1,2,77,625,77,2,2,8,9,53.405100735
201700220029,0,1,3,59,504,59,1,2,3,10,24.053779742
201700220142,0,1,4,68,295,68,1,2,3,23,30.999019445
201700220460,0,1,2,45,1283,45,2,2,98,9,19.62332715
201700220520,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700220773,0,1,3,33,1484,33,1,2,3,11,23.190145816
201700220813,0,1,2,27,892,27,1,2,5,6,22.513300365
201700220992,0,1,1,80,1800,80,1,2,3,2,24.147499322
201700221066,0,1,4,46,362,46,1,2,3,22,25.256335562
201700221091,0,1,2,45,1308,45,2,2,5,9,19.623327151
201700221541,0,1,4,37,3200,37,2,2,3,24,22.060176098
201700221563,0,1,4,37,3200,37,2,2,3,24,22.060176098
201700221600,0,1,4,37,3203,37,2,2,14,24,22.060176098
201700221878,0,1,4,37,3200,37,2,2,3,24,22.060176098
201700222021,0,1,4,37,3200,37,2,2,3,24,22.060176098
201700222283,0,1,4,37,3200,37,2,2,5,24,22.060176098
201700222283,0,2,4,37,3200,37,2,2,5,24,22.060176098
201700222287,0,1,4,37,3201,37,2,2,8,24,23.394937006
201700222287,0,1,4,37,3201,37,2,2,14,24,23.394937006
201700222399,0,1,4,37,3200,37,2,2,8,24,22.060176098
201700222572,0,1,4,37,3200,37,2,2,3,24,22.060176098
201700222733,0,1,4,37,3202,37,2,2,5,24,22.060176098
201700222767,0,1,4,37,3200,37,2,2,8,24,22.060176098
201700222816,0,1,4,37,3200,37,2,2,3,24,22.060176098
201700223058,0,1,4,37,3202,37,2,2,5,24,22.060176098
201700223101,0,1,3,30,2199,30,1,2,5,14,24.34222027
201700223112,0,1,4,37,3200,37,2,2,3,24,22.060176098
201700223167,0,1,4,37,3200,37,2,2,3,24,22.060176098
201700223190,0,1,4,37,3200,37,2,2,3,24,22.060176098
201700223329,0,1,4,37,3201,37,2,2,8,24,23.394937006
201700223585,0,1,4,37,3200,37,2,2,3,24,22.060176098
201700223668,0,1,4,37,3202,37,2,2,14,24,22.060176098
201700223668,0,2,4,37,3202,37,2,2,14,24,22.060176098
201700223668,0,3,4,37,3202,37,2,2,14,24,22.060176098
201700223668,0,4,4,37,3202,37,2,2,14,24,22.060176098
201700224122,0,1,4,56,206,206,1,2,3,20,27.561244315
201700224127,0,1,4,56,206,206,1,2,3,20,27.561244315
201700224147,0,1,4,56,206,206,1,2,3,20,27.561244315
201700224153,0,1,4,56,206,206,1,2,3,20,27.561244315
201700224157,0,1,4,56,206,206,1,2,12,20,27.561244315
201700224170,0,1,4,56,206,206,1,2,3,20,27.561244315
201700224447,0,1,3,78,464,78,1,2,3,10,23.532293102
201700224683,0,1,2,77,687,77,2,2,3,9,121.63315714
201700225539,0,1,3,28,441,28,1,2,3,11,23.441373985
201700225539,0,2,3,28,441,28,1,2,5,11,23.441373985
201700225754,0,1,3,28,441,28,1,2,3,11,23.441373985
201700225773,0,1,3,28,448,28,1,2,3,11,23.441373985
201700225961,0,1,3,83,2810,83,1,2,3,13,23.853715915
201700226025,0,1,4,46,362,46,1,2,6,22,25.256335562
201700226070,0,1,2,39,1374,39,1,2,5,7,22.342693485
201700226242,0,1,2,39,1374,39,1,2,8,7,22.342693485
201700226329,0,1,2,39,1374,39,1,2,3,7,22.342693485
201700226671,0,1,2,67,1919,67,1,2,16,8,23.019097849
201700226966,0,1,3,38,573,38,1,2,3,14,23.612683469
201700227000,0,1,1,72,1747,72,1,2,3,1,26.070024577
201700227221,0,1,4,44,388,44,2,2,3,25,23.029361188
201700227348,0,1,1,72,1723,72,1,2,3,1,24.639399691
201700227349,0,1,4,44,388,44,2,2,3,25,23.029361188
201700227400,0,1,1,72,1723,72,1,2,3,1,24.639399691
201700228137,0,1,4,56,206,206,1,2,3,20,27.561244315
201700228195,0,1,4,49,261,49,1,2,3,21,27.015279103
201700228309,0,1,3,78,454,78,1,2,3,10,23.532293102
201700228443,0,1,3,12,455,12,1,2,3,12,23.507377501
201700228952,0,1,3,59,505,59,1,2,14,10,24.053779742
201700229414,0,1,1,50,1646,50,2,2,3,4,22.963618595
201700229496,0,1,1,72,1723,72,1,2,3,1,24.639399691
201700229496,0,2,1,72,1723,72,1,2,3,1,24.639399691
201700229521,0,1,1,50,1635,50,2,2,3,4,22.963618596
201700229597,0,1,3,83,2810,83,1,2,3,13,23.174216435
201700229616,0,1,3,38,573,38,1,2,5,14,23.612683469
201700229829,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700229842,0,1,1,31,1710,31,1,2,5,2,24.503176566
201700229956,0,1,4,46,362,46,1,2,3,22,25.256335562
201700229973,0,1,4,68,4056,68,1,2,3,23,31.102646209
201700230012,0,1,1,31,1710,31,1,2,2,2,24.503176566
201700230060,0,1,3,83,2810,83,1,2,3,13,23.853715915
201700230245,0,1,4,44,388,44,2,2,3,25,23.029361188
201700230271,0,1,4,68,4056,68,1,2,3,23,31.102646209
201700230384,0,1,1,31,1708,31,1,2,3,2,24.503176565
201700230413,0,1,3,83,2810,83,1,2,3,13,23.853715915
201700230529,0,1,3,33,1460,33,1,2,6,11,23.190145816
201700230721,0,1,4,49,4015,49,1,2,3,21,27.015279103
201700230863,0,1,3,12,455,12,1,2,3,12,23.507377501
201700231440,0,1,3,28,437,28,1,2,3,11,23.441373985
201700231660,0,1,3,38,573,38,1,2,5,14,23.612683469
201700231749,0,1,2,47,2136,47,2,2,8,9,100.31467883
201700231935,0,1,3,78,452,78,1,2,3,10,23.532293102
201700231935,0,2,3,78,452,78,1,2,3,10,23.532293102
201700232089,0,1,3,12,457,12,1,2,3,12,23.507377501
201700232703,0,1,3,28,440,28,1,2,3,11,23.441373985
201700232819,0,1,3,48,91,48,1,2,3,12,23.177968119
201700232912,0,1,3,48,87,48,1,2,5,12,23.857577604
201700233013,0,1,3,48,87,48,1,2,2,12,23.857577604
201700233385,0,1,4,41,159,41,1,2,3,22,25.079944223
201700233431,0,1,4,41,159,41,1,2,3,22,25.079944223
201700233579,0,1,3,17,1036,17,1,2,98,15,23.584141034
201700233780,0,1,4,46,362,46,1,2,3,22,25.256335562
201700234470,0,1,1,72,1723,72,1,2,3,1,24.639399691
201700234557,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700234637,0,1,4,46,336,46,1,2,3,22,25.256335563
201700234697,0,1,4,46,336,46,1,2,3,22,25.256335563
201700234711,0,1,4,46,336,46,1,2,5,22,25.256335563
201700234730,0,1,2,29,970,29,1,2,5,7,22.828153093
201700234937,0,1,3,51,1098,51,1,2,3,10,23.541237328
201700235008,0,1,3,83,2810,83,1,2,3,13,23.853715915
201700235071,0,1,3,83,2810,83,1,2,98,13,23.853715915
201700235429,0,1,3,17,1053,17,1,2,14,15,23.584141034
201700235474,0,1,4,41,159,41,1,2,3,22,25.079944223
201700235757,0,1,3,75,1222,75,2,2,8,19,54.002812346
201700236487,0,1,4,56,211,211,1,2,9,20,27.561244315
201700236487,0,1,4,56,211,211,1,2,12,20,27.561244315
201700236577,0,1,1,72,1723,72,1,2,14,1,24.639399691
201700236746,0,1,1,76,2286,76,1,2,3,2,24.60487595
201700236851,0,1,1,76,2286,76,1,2,3,2,24.60487595
201700236915,0,1,2,27,893,27,1,2,11,6,22.513300365
201700236945,0,1,3,38,573,38,1,2,3,14,23.612683469
201700236954,0,1,1,31,1709,31,1,2,5,2,24.503176565
201700237024,0,1,3,40,3076,40,1,2,6,15,23.201763174
201700237569,0,1,3,17,1053,17,1,2,3,15,23.584141034
201700238439,0,1,3,12,455,12,1,2,3,12,23.507377501
201700239067,0,1,3,83,2810,83,1,2,3,13,23.853715915
201700239103,0,1,1,66,1764,66,1,2,3,1,25.275936572
201700239213,0,1,1,66,1766,66,1,2,3,1,25.275936572
201700239223,0,1,4,46,336,46,1,2,3,22,25.256335563
201700239230,0,1,4,46,336,46,1,2,3,22,25.256335563
201700239279,0,1,4,46,336,46,1,2,5,22,25.256335563
201700239318,0,1,3,17,1053,17,1,2,3,15,23.584141034
201700239325,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700239386,0,1,1,66,1750,66,1,2,3,1,25.275936572
201700239401,0,1,1,80,1800,80,1,2,3,2,24.147499322
201700239412,0,1,1,66,1750,66,1,2,3,1,25.275936572
201700239454,0,1,1,66,1750,66,1,2,3,1,25.275936572
201700239473,0,1,1,66,1750,66,1,2,3,1,25.275936572
201700239479,0,1,1,66,1750,66,1,2,3,1,25.275936572
201700239493,0,1,1,66,1750,66,1,2,3,1,25.275936572
201700239495,0,1,1,66,1750,66,1,2,3,1,25.275936572
201700239582,0,1,1,66,1757,66,1,2,3,1,25.275936573
201700239601,0,1,1,80,1802,80,1,2,16,2,24.147499322
201700239626,0,1,4,49,268,49,1,2,3,21,27.015279102
201700239768,0,1,1,66,1762,66,1,2,3,1,25.275936572
201700239775,0,1,1,66,1762,66,1,2,3,1,25.275936572
201700239782,0,1,1,66,1762,66,1,2,5,1,25.275936572
201700239797,0,1,1,66,1763,66,1,2,3,1,25.275936572
201700239797,0,2,1,66,1763,66,1,2,3,1,25.275936572
201700239797,0,3,1,66,1763,66,1,2,3,1,25.275936572
201700239834,0,1,1,66,1763,66,1,2,3,1,25.275936572
201700239880,0,1,3,51,1098,51,1,2,3,10,23.541237328
201700240003,0,1,1,80,1811,80,1,2,3,2,33.212487228
201700240042,0,1,1,13,1191,13,1,2,3,3,24.157346062
201700240173,0,1,2,58,3245,58,1,2,5,6,26.068283483
201700240198,0,1,2,58,3245,58,1,2,3,6,26.068283483
201700240614,0,1,2,58,3248,58,1,2,3,6,22.499351782
201700240669,0,1,2,58,3248,58,1,2,5,6,22.499351782
201700240699,0,1,2,58,3248,58,1,2,3,6,22.499351782
201700240719,0,1,2,58,3248,58,1,2,3,6,22.499351782
201700240797,0,1,2,58,3248,58,1,2,3,6,22.499351782
201700240844,0,1,2,58,3248,58,1,2,9,6,22.499351782
201700240963,0,1,2,58,3248,58,1,2,3,6,22.499351782
201700241190,0,1,1,61,1571,61,1,2,3,1,56.729444419
201700241216,0,1,1,61,1571,61,1,2,8,1,56.729444419
201700241229,0,1,1,61,1571,61,1,2,8,1,56.729444419
201700241569,0,1,4,44,386,44,2,2,6,25,23.029361188
201700241708,0,1,3,38,573,38,1,2,3,14,22.940050064
201700241719,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700242151,0,1,3,78,453,78,1,2,5,10,23.532293102
201700242261,0,1,3,12,457,12,1,2,3,12,22.837743853
201700242335,0,1,3,75,1230,75,2,2,3,19,22.389819235
201700242670,0,1,3,28,437,28,1,2,3,11,23.441373985
201700243050,0,1,3,28,448,28,1,2,3,11,23.441373985
201700243219,0,1,4,49,260,49,1,2,3,21,27.015279103
201700243319,0,1,4,44,388,44,2,2,16,25,23.029361188
201700243349,0,1,1,31,1710,31,1,2,3,2,24.503176566
201700243373,0,1,1,72,1741,72,1,2,3,1,24.639399691
201700243398,0,1,1,72,1741,72,1,2,3,1,24.639399691
201700243400,0,1,1,31,1710,31,1,2,3,2,24.503176566
201700243400,0,2,1,31,1710,31,1,2,3,2,24.503176566
201700243413,0,1,3,83,2810,83,1,2,98,13,23.174216435
201700243513,0,1,1,13,1191,13,1,2,3,3,24.157346062
201700243664,0,1,1,72,1723,72,1,2,3,1,24.639399691
201700243754,0,1,1,80,1800,80,1,2,3,2,24.147499322
201700243824,0,1,1,31,1714,31,1,2,3,2,28.691755288
201700243979,0,1,4,46,353,46,1,2,3,22,25.256335564
201700244025,0,1,1,13,1208,13,1,2,5,3,24.157346063
201700244148,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700244427,0,1,1,81,3131,81,2,2,9,4,23.250034414
201700244748,0,1,3,78,466,78,1,2,3,10,23.532293102
201700244898,0,1,3,12,457,12,1,2,3,12,23.507377501
201700244965,0,1,3,59,506,59,1,2,9,10,24.053779742
201700245751,0,1,1,72,1723,72,1,2,3,1,24.639399691
201700245766,0,1,4,46,362,46,1,2,3,22,25.256335562
201700245893,0,1,1,72,1723,72,1,2,1,1,24.639399691
201700245893,0,1,1,72,1723,72,1,2,3,1,24.639399691
201700245985,0,1,1,31,1708,31,1,2,3,2,24.503176565
201700246029,0,1,1,72,1723,72,1,2,3,1,24.639399691
201700246063,0,1,4,46,362,46,1,2,3,22,25.256335562
201700246432,0,1,1,72,1723,72,1,2,3,1,24.639399691
201700246465,0,1,1,72,1723,72,1,2,3,1,24.639399691
201700246541,0,1,4,46,336,46,1,2,3,22,25.256335563
201700246557,0,1,1,13,1208,13,1,2,3,3,24.157346063
201700246562,0,1,4,46,336,46,1,2,3,22,25.256335563
201700246578,0,1,1,13,1208,13,1,2,3,3,24.157346063
201700246599,0,1,1,13,1208,13,1,2,3,3,24.157346063
201700246708,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700246739,0,1,1,31,1709,31,1,2,3,2,24.503176565
201700246761,0,1,2,67,1919,67,1,2,8,8,30.427970241
201700246885,0,1,3,30,3296,30,1,2,3,14,24.34222027
201700247919,0,1,3,28,440,28,1,2,5,11,23.441373985
201700248218,0,1,4,41,165,41,1,2,3,22,25.079944224
201700248396,0,1,4,56,205,205,1,2,8,20,27.561244315
201700248399,0,1,4,56,205,205,1,2,14,20,27.561244315
201700248473,0,1,4,56,205,205,1,2,3,20,27.561244315
201700248487,0,1,3,12,455,12,1,2,14,12,23.507377501
201700249239,0,1,3,59,505,59,1,2,3,10,24.053779742
201700249477,0,1,3,59,504,59,1,2,8,10,24.053779742
201700249759,0,1,1,72,1723,72,1,2,3,1,24.639399691
201700249935,0,1,3,30,3296,30,1,2,5,14,24.34222027
201700249950,0,1,1,57,2582,57,1,2,3,3,24.628793606
201700250145,0,1,1,72,1723,72,1,2,3,1,24.639399691
201700250232,0,1,1,31,1709,31,1,2,3,2,24.503176565
201700250310,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700250310,0,2,2,67,1919,67,1,2,3,8,23.019097849
201700250382,0,1,3,51,1098,51,1,2,16,10,23.541237328
201700250807,0,1,3,70,138,70,2,2,3,16,26.875292293
201700250830,0,1,4,46,362,46,1,2,3,22,25.256335562
201700250946,0,1,3,70,136,70,2,2,3,16,26.875292293
201700250946,0,1,3,70,136,70,2,2,4,16,26.875292293
201700250950,0,1,3,70,136,70,2,2,8,16,26.875292293
201700250950,0,1,3,70,136,70,2,2,11,16,26.875292293
201700251010,0,1,1,72,1736,72,1,2,3,1,30.79329183
201700251205,0,1,3,17,1053,17,1,2,3,15,23.584141034
201700251219,0,1,4,46,362,46,1,2,3,22,25.256335562
201700251443,0,1,4,64,308,64,1,8,5,23,142.78792869
201700251444,0,1,4,64,308,64,1,2,8,23,26.743377229
201700251583,0,1,1,31,1709,31,1,2,5,2,24.503176565
201700251688,0,1,3,53,2666,53,1,2,6,15,21.294462492
201700251704,0,1,3,33,1484,33,1,2,3,11,23.190145816
201700251821,0,1,3,38,573,38,1,2,3,14,23.612683469
201700251924,0,1,3,51,1098,51,1,2,5,10,23.541237328
201700251982,0,1,3,51,1098,51,1,2,3,10,23.541237328
201700252004,0,1,4,41,163,41,1,2,3,22,25.079944223
201700252524,0,1,3,59,503,59,1,2,3,10,24.053779742
201700252684,0,1,4,56,214,214,1,2,3,20,27.561244315
201700252721,0,1,3,35,2797,35,1,2,8,13,33.566753836
201700252721,0,1,3,35,2797,35,1,2,9,13,33.566753836
201700252792,0,1,4,46,362,46,1,2,3,22,25.256335562
201700252921,0,1,4,44,388,44,2,2,5,25,23.029361188
201700253164,0,1,2,39,1392,39,1,2,3,7,22.342693486
201700253176,0,1,2,39,1374,39,1,2,3,7,22.342693485
201700253473,0,1,2,39,1374,39,1,2,3,7,22.342693485
201700253477,0,1,2,39,1383,39,1,2,3,7,25.47101701
201700253627,0,1,2,39,1374,39,1,2,5,7,22.342693485
201700253701,0,1,2,27,893,27,1,2,3,6,22.513300365
201700253765,0,1,2,39,1374,39,1,2,5,7,22.342693485
201700253852,0,1,2,39,1374,39,1,2,3,7,22.342693485
201700253928,0,1,2,39,1369,39,1,2,3,7,28.969700882
201700253980,0,1,2,39,1374,39,1,2,3,7,22.342693485
201700254091,0,1,4,60,257,60,1,2,3,21,27.833767484
201700254191,0,1,4,60,257,60,1,2,3,21,27.833767484
201700254204,0,1,4,60,257,60,1,2,3,21,27.833767484
201700254235,0,1,4,46,336,46,1,2,3,22,25.256335563
201700254288,0,1,4,46,336,46,1,2,3,22,25.256335563
201700254290,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700254371,0,1,3,40,3076,40,1,2,3,15,23.201763174
201700254488,0,1,3,40,3106,40,1,2,3,15,23.201763174
201700254524,0,1,3,40,3106,40,1,2,3,15,23.201763174
201700254660,0,1,4,46,336,46,1,2,3,22,25.256335563
201700254913,0,1,4,60,257,60,1,2,3,21,27.833767484
201700254956,0,1,4,60,257,60,1,2,3,21,27.833767484
201700254996,0,1,4,60,257,60,1,2,3,21,27.833767484
201700255006,0,1,4,60,257,60,1,2,3,21,27.833767484
201700255192,0,1,4,46,336,46,1,2,3,22,25.256335563
201700255222,0,1,3,83,2810,83,1,2,98,13,23.174216435
201700255311,0,1,1,80,1800,80,1,2,3,2,24.147499322
201700255390,0,1,4,46,336,46,1,2,3,22,25.256335563
201700255500,0,1,4,46,336,46,1,2,3,22,25.256335563
201700255695,0,1,4,46,336,46,1,2,3,22,25.256335563
201700255707,0,1,4,46,336,46,1,2,3,22,25.256335563
201700255750,0,1,4,46,336,46,1,2,3,22,25.256335563
201700255880,0,1,3,17,1053,17,1,2,3,15,23.584141034
201700255997,0,1,2,67,1919,67,1,2,99,8,23.019097849
201700256195,0,1,3,17,1053,17,1,2,5,15,23.584141034
201700256294,0,1,4,60,245,60,1,2,3,21,27.833767484
201700256307,0,1,4,60,245,60,1,2,9,21,27.833767484
201700256314,0,1,4,60,245,60,1,2,3,21,27.833767484
201700256471,0,1,4,56,206,206,1,2,3,20,27.561244315
201700256482,0,1,4,56,206,206,1,2,3,20,27.561244315
201700256493,0,1,4,56,206,206,1,2,6,20,27.561244315
201700256520,0,1,4,64,306,64,1,2,2,23,26.743377229
201700256520,0,2,4,64,306,64,1,2,2,23,26.743377229
201700256540,0,1,4,49,261,49,1,2,6,21,27.015279103
201700256601,0,1,3,78,454,78,1,2,3,10,23.532293102
201700256712,0,1,3,78,469,78,1,2,3,10,23.532293102
201700256776,0,1,3,12,455,12,1,2,3,12,23.507377501
201700256963,0,1,3,12,458,12,1,2,3,12,23.507377501
201700256973,0,1,3,75,1230,75,2,2,3,19,22.389819235
201700257159,0,1,3,59,479,59,1,2,3,10,24.053779742
201700257251,0,1,3,28,437,28,1,2,3,11,23.441373985
201700257405,0,1,1,80,1800,80,1,2,3,2,24.147499322
201700257425,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700257500,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700257582,0,1,3,33,1484,33,1,2,3,11,23.190145816
201700257612,0,1,4,46,362,46,1,2,3,22,25.256335562
201700257636,0,1,4,46,362,46,1,2,3,22,25.256335562
201700257770,0,1,1,80,1800,80,1,2,3,2,24.147499322
201700257770,0,2,1,80,1800,80,1,2,3,2,24.147499322
201700257900,0,1,2,67,1919,67,1,2,8,8,23.019097849
201700257958,0,1,3,51,1098,51,1,2,3,10,23.541237328
201700258117,0,1,1,34,1678,34,1,2,3,1,25.29821519
201700258125,0,1,1,80,1800,80,1,2,3,2,24.147499322
201700258125,0,2,1,80,1800,80,1,2,3,2,24.147499322
201700258184,0,1,4,46,337,46,1,2,3,22,25.256335562
201700258248,0,1,1,34,1678,34,1,2,3,1,25.29821519
201700258355,0,1,1,34,1688,34,1,2,2,1,25.298215189
201700258398,0,1,1,34,1688,34,1,2,3,1,25.298215189
201700258409,0,1,3,33,1484,33,1,2,3,11,23.190145816
201700258445,0,1,4,46,337,46,1,2,3,22,25.256335562
201700258518,0,1,1,34,1688,34,1,2,16,1,25.298215189
201700258559,0,1,4,46,337,46,1,2,3,22,25.256335562
201700258561,0,1,1,34,1688,34,1,2,3,1,25.298215189
201700258569,0,1,2,29,966,29,1,2,5,7,22.605725216
201700258616,0,1,1,34,1688,34,1,2,3,1,25.298215189
201700258658,0,1,1,34,1692,34,1,2,8,1,25.298215189
201700258663,0,1,1,34,1692,34,1,2,3,1,25.298215189
201700258663,0,2,1,34,1692,34,1,2,3,1,25.298215189
201700258681,0,1,1,34,1692,34,1,2,9,1,25.298215189
201700258691,0,1,1,34,1684,34,1,2,5,1,25.298215189
201700258706,0,1,1,34,1684,34,1,2,3,1,25.298215189
201700258737,0,1,1,34,1684,34,1,2,6,1,25.298215189
201700258989,0,1,4,56,206,206,1,2,3,20,27.561244315
201700259014,0,1,4,24,174,24,2,2,3,24,22.628301708
201700259024,0,1,4,24,170,24,2,2,3,24,22.628301708
201700259323,0,1,3,12,457,12,1,2,3,12,23.507377501
201700259821,0,1,3,28,437,28,1,2,3,11,23.441373985
201700260056,0,1,4,24,170,24,2,2,3,24,23.997437313
201700260062,0,1,4,24,170,24,2,2,3,24,22.628301708
201700260099,0,1,1,80,1800,80,1,2,8,2,25.549563247
201700260099,0,1,1,80,1800,80,1,2,14,2,25.549563247
201700260182,0,1,4,46,362,46,1,2,3,22,25.256335562
201700260245,0,1,1,34,1693,34,1,2,3,1,25.298215189
201700260266,0,1,1,80,1800,80,1,2,5,2,24.147499322
201700260347,0,1,1,34,1693,34,1,2,11,1,25.298215189
201700260350,0,1,1,80,1800,80,1,2,3,2,24.147499322
201700260382,0,1,4,46,362,46,1,2,16,22,25.256335562
201700260388,0,1,1,34,1693,34,1,2,3,1,25.298215189
201700260496,0,1,1,66,1764,66,1,2,3,1,25.275936572
201700260701,0,1,1,66,1766,66,1,2,3,1,25.275936572
201700260719,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700260730,0,1,1,66,1750,66,1,2,3,1,25.275936572
201700260736,0,1,1,66,1750,66,1,2,3,1,25.275936572
201700260838,0,1,3,63,2825,63,2,2,3,16,24.02965104
201700260844,0,1,1,66,1750,66,1,2,3,1,25.275936572
201700260944,0,1,1,66,1750,66,1,2,5,1,25.275936572
201700260944,0,1,1,66,1750,66,1,2,8,1,25.275936572
201700260954,0,1,3,65,2851,65,1,2,3,13,23.546493198
201700260954,0,2,3,65,2851,65,1,2,3,13,23.546493198
201700260979,0,1,1,66,1750,66,1,2,3,1,25.275936572
201700261002,0,1,1,66,1750,66,1,2,8,1,25.275936572
201700261064,0,1,1,66,1750,66,1,2,3,1,25.275936572
201700261095,0,1,3,83,2810,83,1,2,3,13,23.853715915
201700261152,0,1,2,67,1919,67,1,2,8,8,23.019097849
201700261272,0,1,4,49,260,49,1,2,3,21,27.015279103
201700261307,0,1,4,49,260,49,1,2,3,21,27.015279103
201700261350,0,1,4,10,314,10,1,2,3,21,29.810851247
201700261383,0,1,4,10,314,10,1,2,5,21,29.810851247
201700261486,0,1,1,66,1757,66,1,2,3,1,25.275936573
201700261491,0,1,1,66,1757,66,1,2,3,1,25.275936573
201700261501,0,1,1,66,1762,66,1,2,5,1,25.275936572
201700261504,0,1,1,66,1762,66,1,2,3,1,25.275936572
201700261507,0,1,1,66,1762,66,1,2,3,1,25.275936572
201700261509,0,1,1,66,1763,66,1,2,3,1,25.275936572
201700261545,0,1,4,56,209,209,1,2,3,20,27.561244315
201700261609,0,1,3,82,2139,82,2,2,12,19,23.014580738
201700261662,0,1,4,41,161,41,1,2,3,22,25.079944224
201700261709,0,1,4,64,305,64,1,2,8,23,26.654274534
201700261839,0,1,3,78,466,78,1,2,3,10,23.532293102
201700261954,0,1,3,12,455,12,1,2,3,12,23.507377501
201700262086,0,1,3,12,457,12,1,2,3,12,23.507377501
201700262945,0,1,4,56,214,214,1,2,3,20,27.561244315
201700263040,0,1,3,63,2907,63,2,2,5,16,24.02965104
201700263077,0,1,3,63,2907,63,2,2,3,16,24.02965104
201700263176,0,1,3,65,2851,65,1,2,3,13,23.546493198
201700263454,0,1,3,65,2851,65,1,2,3,13,23.546493198
201700263665,0,1,3,63,2907,63,2,2,3,16,24.02965104
201700263756,0,1,1,22,1265,22,2,2,5,5,23.169797841
201700264283,0,1,3,12,457,12,1,10,3,12,207.49261132
201700264800,0,1,3,12,455,12,1,2,3,12,23.507377501
201700265014,0,1,3,59,505,59,1,2,8,10,24.053779742
201700265446,0,1,4,41,159,41,1,2,3,22,25.079944223
201700265516,0,1,4,41,159,41,1,2,3,22,25.079944223
201700265531,0,1,4,41,159,41,1,2,5,22,25.079944223
201700265838,0,1,3,12,457,12,1,2,3,12,23.507377501
201700265970,0,1,3,59,505,59,1,10,3,10,209.92602099
201700266165,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700266244,0,1,4,46,362,46,1,2,5,22,25.256335562
201700266840,0,1,3,51,1098,51,1,2,5,10,23.541237328
201700266931,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700266950,0,1,3,55,1075,55,2,2,99,17,24.991282197
201700266980,0,1,4,46,362,46,1,2,16,22,25.256335562
201700267074,0,1,4,60,234,60,1,2,3,21,27.833767485
201700267074,0,2,4,60,234,60,1,2,3,21,27.833767485
201700267173,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700267337,0,1,3,17,1053,17,1,2,5,15,23.584141034
201700267340,0,1,3,83,2810,83,1,2,3,13,23.853715915
201700267511,0,1,4,10,329,10,1,2,3,21,29.810851246
201700267713,0,1,3,38,568,38,1,2,8,14,23.612683469
201700267777,0,1,3,30,3296,30,1,2,3,14,24.34222027
201700267886,0,1,3,78,453,78,1,2,3,10,23.532293102
201700267954,0,1,3,12,456,12,1,2,3,12,23.507377501
201700268140,0,1,4,49,260,49,1,2,3,21,27.015279103
201700268424,0,1,2,67,1919,67,1,2,3,8,23.019097849
201700268452,0,1,3,65,2851,65,1,2,3,13,23.546493198
201700268779,0,1,3,40,3106,40,1,2,3,15,23.201763174
